% MTEX ODF
% crystal symmetry: "6/m"
% specimen symmetry: "-1"
% phi1    Phi     phi2    value
20.57143 102.50000 349.42857 0.00000
20.57143 102.50000 354.42857 0.00000
20.57143 102.50000 359.42857 0.00000
20.57143 102.50000 4.42857 0.00000
25.71429 102.50000 304.28571 0.00000
25.71429 102.50000 309.28571 0.00000
25.71429 102.50000 314.28571 0.00000
25.71429 102.50000 319.28571 0.00000
25.71429 102.50000 324.28571 0.00000
25.71429 102.50000 329.28571 0.00000
25.71429 102.50000 334.28571 0.00000
25.71429 102.50000 339.28571 0.00000
25.71429 102.50000 344.28571 0.00000
25.71429 102.50000 349.28571 0.00000
25.71429 102.50000 354.28571 0.00000
25.71429 102.50000 359.28571 0.00000
30.85714 102.50000 299.14286 0.00000
30.85714 102.50000 304.14286 0.00000
30.85714 102.50000 309.14286 0.00000
30.85714 102.50000 314.14286 0.00000
30.85714 102.50000 319.14286 0.00000
30.85714 102.50000 324.14286 0.00000
30.85714 102.50000 329.14286 0.00000
30.85714 102.50000 334.14286 0.00000
30.85714 102.50000 339.14286 0.00000
30.85714 102.50000 344.14286 0.00000
30.85714 102.50000 349.14286 0.00000
30.85714 102.50000 354.14286 0.00000
36.00000 102.50000 294.00000 0.00000
36.00000 102.50000 299.00000 0.00000
36.00000 102.50000 304.00000 0.00000
36.00000 102.50000 309.00000 0.00000
36.00000 102.50000 314.00000 0.00000
36.00000 102.50000 319.00000 0.00000
36.00000 102.50000 324.00000 0.00000
36.00000 102.50000 329.00000 0.00000
36.00000 102.50000 334.00000 0.00000
36.00000 102.50000 339.00000 0.00000
36.00000 102.50000 344.00000 0.00000
36.00000 102.50000 349.00000 0.00000
41.14286 102.50000 288.85714 0.00000
41.14286 102.50000 293.85714 0.00000
41.14286 102.50000 298.85714 0.00000
41.14286 102.50000 303.85714 0.00000
41.14286 102.50000 308.85714 0.00000
41.14286 102.50000 313.85714 0.00000
41.14286 102.50000 318.85714 0.00000
41.14286 102.50000 323.85714 0.00000
41.14286 102.50000 328.85714 0.00000
41.14286 102.50000 333.85714 0.00000
41.14286 102.50000 338.85714 0.00000
41.14286 102.50000 343.85714 0.00000
46.28571 102.50000 283.71429 0.00000
46.28571 102.50000 288.71429 0.00000
46.28571 102.50000 293.71429 0.00000
46.28571 102.50000 298.71429 0.00000
46.28571 102.50000 303.71429 0.00000
46.28571 102.50000 308.71429 0.00000
46.28571 102.50000 313.71429 0.00000
46.28571 102.50000 318.71429 0.00000
46.28571 102.50000 323.71429 0.00000
46.28571 102.50000 328.71429 0.00000
46.28571 102.50000 333.71429 0.00000
46.28571 102.50000 338.71429 0.00000
51.42857 102.50000 278.57143 0.00000
51.42857 102.50000 283.57143 0.00000
51.42857 102.50000 288.57143 0.00000
51.42857 102.50000 293.57143 0.00000
51.42857 102.50000 298.57143 0.00000
51.42857 102.50000 303.57143 0.00000
51.42857 102.50000 308.57143 0.00000
51.42857 102.50000 313.57143 0.00000
51.42857 102.50000 318.57143 0.00000
51.42857 102.50000 323.57143 0.00000
51.42857 102.50000 328.57143 0.00000
51.42857 102.50000 333.57143 0.00000
56.57143 102.50000 273.42857 0.00000
56.57143 102.50000 278.42857 0.00000
56.57143 102.50000 283.42857 0.00000
56.57143 102.50000 288.42857 0.00000
56.57143 102.50000 293.42857 0.00000
56.57143 102.50000 298.42857 0.00000
56.57143 102.50000 303.42857 0.00000
56.57143 102.50000 308.42857 0.00000
56.57143 102.50000 313.42857 0.00000
56.57143 102.50000 318.42857 0.00000
56.57143 102.50000 323.42857 0.00000
56.57143 102.50000 328.42857 0.00000
61.71429 102.50000 268.28571 0.00000
61.71429 102.50000 273.28571 0.00000
61.71429 102.50000 278.28571 0.00000
61.71429 102.50000 283.28571 0.00000
61.71429 102.50000 288.28571 0.00000
61.71429 102.50000 293.28571 0.00000
61.71429 102.50000 298.28571 0.00000
61.71429 102.50000 303.28571 0.00000
61.71429 102.50000 308.28571 0.00000
61.71429 102.50000 313.28571 0.00000
61.71429 102.50000 318.28571 0.00000
61.71429 102.50000 323.28571 0.00000
66.85714 102.50000 263.14286 0.00000
66.85714 102.50000 268.14286 0.00000
66.85714 102.50000 273.14286 0.00000
66.85714 102.50000 278.14286 0.00000
66.85714 102.50000 283.14286 0.00000
66.85714 102.50000 288.14286 0.00000
66.85714 102.50000 293.14286 0.00000
66.85714 102.50000 298.14286 0.00000
66.85714 102.50000 303.14286 0.00000
66.85714 102.50000 308.14286 0.00000
66.85714 102.50000 313.14286 0.00000
66.85714 102.50000 318.14286 0.00000
72.00000 102.50000 258.00000 0.00000
72.00000 102.50000 263.00000 0.00000
72.00000 102.50000 268.00000 0.00000
72.00000 102.50000 273.00000 0.00000
72.00000 102.50000 278.00000 0.00000
72.00000 102.50000 283.00000 0.00000
72.00000 102.50000 288.00000 0.00000
72.00000 102.50000 293.00000 0.00000
72.00000 102.50000 298.00000 0.00000
72.00000 102.50000 303.00000 0.00000
72.00000 102.50000 308.00000 0.00000
72.00000 102.50000 313.00000 0.00000
77.14286 102.50000 252.85714 0.00000
77.14286 102.50000 257.85714 0.00000
77.14286 102.50000 262.85714 0.00000
77.14286 102.50000 267.85714 0.00000
77.14286 102.50000 272.85714 0.00000
77.14286 102.50000 277.85714 0.00000
77.14286 102.50000 282.85714 0.00000
77.14286 102.50000 287.85714 0.00000
77.14286 102.50000 292.85714 0.00000
77.14286 102.50000 297.85714 0.00000
77.14286 102.50000 302.85714 0.00000
77.14286 102.50000 307.85714 0.00000
82.28571 102.50000 247.71429 0.00000
82.28571 102.50000 252.71429 0.00000
82.28571 102.50000 257.71429 0.00000
82.28571 102.50000 262.71429 0.00000
82.28571 102.50000 267.71429 0.00000
82.28571 102.50000 272.71429 0.00000
82.28571 102.50000 277.71429 0.00000
82.28571 102.50000 282.71429 0.00000
82.28571 102.50000 287.71429 0.00000
82.28571 102.50000 292.71429 0.00000
82.28571 102.50000 297.71429 0.00000
82.28571 102.50000 302.71429 0.00000
87.42857 102.50000 242.57143 0.00000
87.42857 102.50000 247.57143 0.00000
87.42857 102.50000 252.57143 0.00000
87.42857 102.50000 257.57143 0.00000
87.42857 102.50000 262.57143 0.00000
87.42857 102.50000 267.57143 0.00000
87.42857 102.50000 272.57143 0.00000
87.42857 102.50000 277.57143 0.00000
87.42857 102.50000 282.57143 0.00000
87.42857 102.50000 287.57143 0.00000
87.42857 102.50000 292.57143 0.00000
87.42857 102.50000 297.57143 0.00000
90.00000 107.50000 240.00000 0.00000
90.00000 107.50000 245.00000 0.00000
90.00000 107.50000 250.00000 0.00000
90.00000 107.50000 255.00000 0.00000
90.00000 107.50000 260.00000 0.00000
90.00000 107.50000 265.00000 0.00000
90.00000 107.50000 270.00000 0.00000
90.00000 107.50000 275.00000 0.00000
90.00000 107.50000 280.00000 0.00000
90.00000 107.50000 285.00000 0.00000
90.00000 107.50000 290.00000 0.00000
90.00000 107.50000 295.00000 0.00000
95.21739 107.50000 234.78261 0.00000
95.21739 107.50000 239.78261 0.00000
95.21739 107.50000 244.78261 0.00000
95.21739 107.50000 249.78261 0.00000
95.21739 107.50000 254.78261 0.00000
95.21739 107.50000 259.78261 0.00000
95.21739 107.50000 264.78261 0.00000
95.21739 107.50000 269.78261 0.00000
95.21739 107.50000 274.78261 0.00000
95.21739 107.50000 279.78261 0.00000
95.21739 107.50000 284.78261 0.00000
95.21739 107.50000 289.78261 0.00000
100.43478 107.50000 229.56522 0.00000
100.43478 107.50000 234.56522 0.00000
100.43478 107.50000 239.56522 0.00000
100.43478 107.50000 244.56522 0.00000
100.43478 107.50000 249.56522 0.00000
100.43478 107.50000 254.56522 0.00000
100.43478 107.50000 259.56522 0.00000
100.43478 107.50000 264.56522 0.00000
100.43478 107.50000 269.56522 0.00000
100.43478 107.50000 274.56522 0.00000
100.43478 107.50000 279.56522 0.00000
100.43478 107.50000 284.56522 0.00000
105.65217 107.50000 224.34783 0.00000
105.65217 107.50000 229.34783 0.00000
105.65217 107.50000 234.34783 0.00000
105.65217 107.50000 239.34783 0.00000
105.65217 107.50000 244.34783 0.00000
105.65217 107.50000 249.34783 0.00000
105.65217 107.50000 254.34783 0.00000
105.65217 107.50000 259.34783 0.00000
105.65217 107.50000 264.34783 0.00000
105.65217 107.50000 269.34783 0.00000
105.65217 107.50000 274.34783 0.00000
105.65217 107.50000 279.34783 0.00000
110.86957 107.50000 219.13043 0.00000
110.86957 107.50000 224.13043 0.00000
110.86957 107.50000 229.13043 0.00000
110.86957 107.50000 234.13043 0.00000
110.86957 107.50000 239.13043 0.00000
110.86957 107.50000 244.13043 0.00000
110.86957 107.50000 249.13043 0.00000
110.86957 107.50000 254.13043 0.00000
110.86957 107.50000 259.13043 0.00000
110.86957 107.50000 264.13043 0.00000
110.86957 107.50000 269.13043 0.00000
110.86957 107.50000 274.13043 0.00000
116.08696 107.50000 213.91304 0.00000
116.08696 107.50000 218.91304 0.00000
116.08696 107.50000 223.91304 0.00000
116.08696 107.50000 228.91304 0.00000
116.08696 107.50000 233.91304 0.00000
116.08696 107.50000 238.91304 0.00000
116.08696 107.50000 243.91304 0.00000
116.08696 107.50000 248.91304 0.00000
116.08696 107.50000 253.91304 0.00000
116.08696 107.50000 258.91304 0.00000
116.08696 107.50000 263.91304 0.00000
116.08696 107.50000 268.91304 0.00000
121.30435 107.50000 208.69565 0.00000
121.30435 107.50000 213.69565 0.00000
121.30435 107.50000 218.69565 0.00000
121.30435 107.50000 223.69565 0.00000
121.30435 107.50000 228.69565 0.00000
121.30435 107.50000 233.69565 0.00000
121.30435 107.50000 238.69565 0.00000
121.30435 107.50000 243.69565 0.00000
121.30435 107.50000 248.69565 0.00000
121.30435 107.50000 253.69565 0.00000
121.30435 107.50000 258.69565 0.00000
121.30435 107.50000 263.69565 0.00000
126.52174 107.50000 203.47826 0.00000
126.52174 107.50000 208.47826 0.00000
126.52174 107.50000 213.47826 0.00000
126.52174 107.50000 218.47826 0.00000
126.52174 107.50000 223.47826 0.00000
126.52174 107.50000 228.47826 0.00000
126.52174 107.50000 233.47826 0.00000
126.52174 107.50000 238.47826 0.00000
126.52174 107.50000 243.47826 0.00000
126.52174 107.50000 248.47826 0.00000
126.52174 107.50000 253.47826 0.00000
126.52174 107.50000 258.47826 0.00000
131.73913 107.50000 198.26087 0.00000
131.73913 107.50000 203.26087 0.00000
131.73913 107.50000 208.26087 0.00000
131.73913 107.50000 213.26087 0.00000
131.73913 107.50000 218.26087 0.00000
131.73913 107.50000 223.26087 0.00000
131.73913 107.50000 228.26087 0.00000
131.73913 107.50000 233.26087 0.00000
131.73913 107.50000 238.26087 0.00000
131.73913 107.50000 243.26087 0.00000
131.73913 107.50000 248.26087 0.00000
131.73913 107.50000 253.26087 0.00000
136.95652 107.50000 193.04348 0.00000
136.95652 107.50000 198.04348 0.00000
136.95652 107.50000 203.04348 0.00000
136.95652 107.50000 208.04348 0.00000
136.95652 107.50000 213.04348 0.00000
136.95652 107.50000 218.04348 0.00000
136.95652 107.50000 223.04348 0.00000
136.95652 107.50000 228.04348 0.00000
136.95652 107.50000 233.04348 0.00000
136.95652 107.50000 238.04348 0.00000
136.95652 107.50000 243.04348 0.00000
136.95652 107.50000 248.04348 0.00000
142.17391 107.50000 187.82609 0.00000
142.17391 107.50000 192.82609 0.00000
142.17391 107.50000 197.82609 0.00000
142.17391 107.50000 202.82609 0.00000
142.17391 107.50000 207.82609 0.00000
142.17391 107.50000 212.82609 0.00000
142.17391 107.50000 217.82609 0.00000
142.17391 107.50000 222.82609 0.00000
142.17391 107.50000 227.82609 0.00000
142.17391 107.50000 232.82609 0.00000
142.17391 107.50000 237.82609 0.00000
142.17391 107.50000 242.82609 0.00000
147.39130 107.50000 182.60870 0.00000
147.39130 107.50000 187.60870 0.00000
147.39130 107.50000 192.60870 0.00000
147.39130 107.50000 197.60870 0.00000
147.39130 107.50000 202.60870 0.00000
147.39130 107.50000 207.60870 0.00000
147.39130 107.50000 212.60870 0.00000
147.39130 107.50000 217.60870 0.00000
147.39130 107.50000 222.60870 0.00000
147.39130 107.50000 227.60870 0.00000
147.39130 107.50000 232.60870 0.00000
147.39130 107.50000 237.60870 0.00000
152.60870 107.50000 177.39130 0.00000
152.60870 107.50000 182.39130 0.00000
152.60870 107.50000 187.39130 0.00000
152.60870 107.50000 192.39130 0.00000
152.60870 107.50000 197.39130 0.00000
152.60870 107.50000 202.39130 0.00000
152.60870 107.50000 207.39130 0.00000
152.60870 107.50000 212.39130 0.00000
152.60870 107.50000 217.39130 0.00000
152.60870 107.50000 222.39130 0.00000
152.60870 107.50000 227.39130 0.00000
152.60870 107.50000 232.39130 0.00000
157.82609 107.50000 172.17391 0.00000
157.82609 107.50000 177.17391 0.00000
157.82609 107.50000 182.17391 0.00000
157.82609 107.50000 187.17391 0.00000
157.82609 107.50000 192.17391 0.00000
157.82609 107.50000 197.17391 0.00000
157.82609 107.50000 202.17391 0.00000
157.82609 107.50000 207.17391 0.00000
157.82609 107.50000 212.17391 0.00000
157.82609 107.50000 217.17391 0.00000
157.82609 107.50000 222.17391 0.00000
157.82609 107.50000 227.17391 0.00000
163.04348 107.50000 166.95652 0.00000
163.04348 107.50000 171.95652 0.00000
163.04348 107.50000 176.95652 0.00000
163.04348 107.50000 181.95652 0.00000
163.04348 107.50000 186.95652 0.00000
163.04348 107.50000 191.95652 0.00000
163.04348 107.50000 196.95652 0.00000
163.04348 107.50000 201.95652 0.00000
163.04348 107.50000 206.95652 0.00000
163.04348 107.50000 211.95652 0.00000
163.04348 107.50000 216.95652 0.00000
163.04348 107.50000 221.95652 0.00000
168.26087 107.50000 161.73913 0.00000
168.26087 107.50000 166.73913 0.00000
168.26087 107.50000 171.73913 0.00000
168.26087 107.50000 176.73913 0.00000
168.26087 107.50000 181.73913 0.00000
168.26087 107.50000 186.73913 0.00000
168.26087 107.50000 191.73913 0.00000
168.26087 107.50000 196.73913 0.00000
168.26087 107.50000 201.73913 0.00000
168.26087 107.50000 206.73913 0.00000
168.26087 107.50000 211.73913 0.00000
168.26087 107.50000 216.73913 0.00000
173.47826 107.50000 156.52174 0.00000
173.47826 107.50000 161.52174 0.00000
173.47826 107.50000 166.52174 0.00000
173.47826 107.50000 171.52174 0.00000
173.47826 107.50000 176.52174 0.00000
173.47826 107.50000 181.52174 0.00000
173.47826 107.50000 186.52174 0.00000
173.47826 107.50000 191.52174 0.00000
173.47826 107.50000 196.52174 0.00000
173.47826 107.50000 201.52174 0.00000
173.47826 107.50000 206.52174 0.00000
173.47826 107.50000 211.52174 0.00000
178.69565 107.50000 151.30435 0.00000
178.69565 107.50000 156.30435 0.00000
178.69565 107.50000 161.30435 0.00000
178.69565 107.50000 166.30435 0.00000
178.69565 107.50000 171.30435 0.00000
178.69565 107.50000 176.30435 0.00000
178.69565 107.50000 181.30435 0.00000
178.69565 107.50000 186.30435 0.00000
178.69565 107.50000 191.30435 0.00000
178.69565 107.50000 196.30435 0.00000
178.69565 107.50000 201.30435 0.00000
178.69565 107.50000 206.30435 0.00000
183.91304 107.50000 146.08696 0.00000
183.91304 107.50000 151.08696 0.00000
183.91304 107.50000 156.08696 0.00000
183.91304 107.50000 161.08696 0.00000
183.91304 107.50000 166.08696 0.00000
183.91304 107.50000 171.08696 0.00000
183.91304 107.50000 176.08696 0.00000
183.91304 107.50000 181.08696 0.00000
183.91304 107.50000 186.08696 0.00000
183.91304 107.50000 191.08696 0.00000
183.91304 107.50000 196.08696 0.00000
183.91304 107.50000 201.08696 0.00000
189.13043 107.50000 140.86957 0.00000
189.13043 107.50000 145.86957 0.00000
189.13043 107.50000 150.86957 0.00000
189.13043 107.50000 155.86957 0.00000
189.13043 107.50000 160.86957 0.00000
189.13043 107.50000 165.86957 0.00000
189.13043 107.50000 170.86957 0.00000
189.13043 107.50000 175.86957 0.00000
189.13043 107.50000 180.86957 0.00000
189.13043 107.50000 185.86957 0.00000
189.13043 107.50000 190.86957 0.00000
189.13043 107.50000 195.86957 0.00000
194.34783 107.50000 135.65217 0.00000
194.34783 107.50000 140.65217 0.00000
194.34783 107.50000 145.65217 0.00000
194.34783 107.50000 150.65217 0.00000
194.34783 107.50000 155.65217 0.00000
194.34783 107.50000 160.65217 0.00000
194.34783 107.50000 165.65217 0.00000
194.34783 107.50000 170.65217 0.00000
194.34783 107.50000 175.65217 0.00000
194.34783 107.50000 180.65217 0.00000
194.34783 107.50000 185.65217 0.00000
194.34783 107.50000 190.65217 0.00000
199.56522 107.50000 130.43478 0.00000
199.56522 107.50000 135.43478 0.00000
199.56522 107.50000 140.43478 0.00000
199.56522 107.50000 145.43478 0.00000
199.56522 107.50000 150.43478 0.00000
199.56522 107.50000 155.43478 0.00000
199.56522 107.50000 160.43478 0.00000
199.56522 107.50000 165.43478 0.00000
199.56522 107.50000 170.43478 0.00000
199.56522 107.50000 175.43478 0.00000
199.56522 107.50000 180.43478 0.00000
199.56522 107.50000 185.43478 0.00000
204.78261 107.50000 125.21739 0.00000
204.78261 107.50000 130.21739 0.00000
204.78261 107.50000 135.21739 0.00000
204.78261 107.50000 140.21739 0.00000
204.78261 107.50000 145.21739 0.00000
204.78261 107.50000 150.21739 0.00000
204.78261 107.50000 155.21739 0.00000
204.78261 107.50000 160.21739 0.00000
204.78261 107.50000 165.21739 0.00000
204.78261 107.50000 170.21739 0.00000
204.78261 107.50000 175.21739 0.00000
204.78261 107.50000 180.21739 0.00000
210.00000 107.50000 120.00000 0.00000
210.00000 107.50000 125.00000 0.00000
210.00000 107.50000 130.00000 0.00000
210.00000 107.50000 135.00000 0.00000
210.00000 107.50000 140.00000 0.00000
210.00000 107.50000 145.00000 0.00000
210.00000 107.50000 150.00000 0.00000
210.00000 107.50000 155.00000 0.00000
210.00000 107.50000 160.00000 0.00000
210.00000 107.50000 165.00000 0.00000
210.00000 107.50000 170.00000 0.00000
210.00000 107.50000 175.00000 0.00000
215.21739 107.50000 114.78261 0.00000
215.21739 107.50000 119.78261 0.00000
215.21739 107.50000 124.78261 0.00000
215.21739 107.50000 129.78261 0.00000
215.21739 107.50000 134.78261 0.00000
215.21739 107.50000 139.78261 0.00000
215.21739 107.50000 144.78261 0.00000
215.21739 107.50000 149.78261 0.00000
215.21739 107.50000 154.78261 0.00000
215.21739 107.50000 159.78261 0.00000
215.21739 107.50000 164.78261 0.00000
215.21739 107.50000 169.78261 0.00000
220.43478 107.50000 109.56522 0.00000
220.43478 107.50000 114.56522 0.00000
220.43478 107.50000 119.56522 0.00000
220.43478 107.50000 124.56522 0.00000
220.43478 107.50000 129.56522 0.00000
220.43478 107.50000 134.56522 0.00000
220.43478 107.50000 139.56522 0.00000
220.43478 107.50000 144.56522 0.00000
220.43478 107.50000 149.56522 0.00000
220.43478 107.50000 154.56522 0.00000
220.43478 107.50000 159.56522 0.00000
220.43478 107.50000 164.56522 0.00000
225.65217 107.50000 104.34783 0.00000
225.65217 107.50000 109.34783 0.00000
225.65217 107.50000 114.34783 0.00000
225.65217 107.50000 119.34783 0.00000
225.65217 107.50000 124.34783 0.00000
225.65217 107.50000 129.34783 0.00000
225.65217 107.50000 134.34783 0.00000
225.65217 107.50000 139.34783 0.00000
225.65217 107.50000 144.34783 0.00000
225.65217 107.50000 149.34783 0.00000
225.65217 107.50000 154.34783 0.00000
225.65217 107.50000 159.34783 0.00000
230.86957 107.50000 99.13043 0.00000
230.86957 107.50000 104.13043 0.00000
230.86957 107.50000 109.13043 0.00000
230.86957 107.50000 114.13043 0.00000
230.86957 107.50000 119.13043 0.00000
230.86957 107.50000 124.13043 0.00000
230.86957 107.50000 129.13043 0.00000
230.86957 107.50000 134.13043 0.00000
230.86957 107.50000 139.13043 0.00000
230.86957 107.50000 144.13043 0.00000
230.86957 107.50000 149.13043 0.00000
230.86957 107.50000 154.13043 0.00000
236.08696 107.50000 93.91304 0.00000
236.08696 107.50000 98.91304 0.00000
236.08696 107.50000 103.91304 0.00000
236.08696 107.50000 108.91304 0.00000
236.08696 107.50000 113.91304 0.00000
236.08696 107.50000 118.91304 0.00000
236.08696 107.50000 123.91304 0.00000
236.08696 107.50000 128.91304 0.00000
236.08696 107.50000 133.91304 0.00000
236.08696 107.50000 138.91304 0.00000
236.08696 107.50000 143.91304 0.00000
236.08696 107.50000 148.91304 0.00000
241.30435 107.50000 88.69565 0.00000
241.30435 107.50000 93.69565 0.00000
241.30435 107.50000 98.69565 0.00000
241.30435 107.50000 103.69565 0.00000
241.30435 107.50000 108.69565 0.00000
241.30435 107.50000 113.69565 0.00000
241.30435 107.50000 118.69565 0.00000
241.30435 107.50000 123.69565 0.00000
241.30435 107.50000 128.69565 0.00000
241.30435 107.50000 133.69565 0.00000
241.30435 107.50000 138.69565 0.00000
241.30435 107.50000 143.69565 0.00000
246.52174 107.50000 83.47826 0.00000
246.52174 107.50000 88.47826 0.00000
246.52174 107.50000 93.47826 0.00000
246.52174 107.50000 98.47826 0.00000
246.52174 107.50000 103.47826 0.00000
246.52174 107.50000 108.47826 0.00000
246.52174 107.50000 113.47826 0.00000
246.52174 107.50000 118.47826 0.00000
246.52174 107.50000 123.47826 0.00000
246.52174 107.50000 128.47826 0.00000
246.52174 107.50000 133.47826 0.00000
246.52174 107.50000 138.47826 0.00000
251.73913 107.50000 78.26087 0.00000
251.73913 107.50000 83.26087 0.00000
251.73913 107.50000 88.26087 0.00000
251.73913 107.50000 93.26087 0.00000
251.73913 107.50000 98.26087 0.00000
251.73913 107.50000 103.26087 0.00000
251.73913 107.50000 108.26087 0.00000
251.73913 107.50000 113.26087 0.00000
251.73913 107.50000 118.26087 0.00000
251.73913 107.50000 123.26087 0.00000
251.73913 107.50000 128.26087 0.00000
251.73913 107.50000 133.26087 0.00000
256.95652 107.50000 73.04348 0.00000
256.95652 107.50000 78.04348 0.00000
256.95652 107.50000 83.04348 0.00000
256.95652 107.50000 88.04348 0.00000
256.95652 107.50000 93.04348 0.00000
256.95652 107.50000 98.04348 0.00000
256.95652 107.50000 103.04348 0.00000
256.95652 107.50000 108.04348 0.00000
256.95652 107.50000 113.04348 0.00000
256.95652 107.50000 118.04348 0.00000
256.95652 107.50000 123.04348 0.00000
256.95652 107.50000 128.04348 0.00000
262.17391 107.50000 67.82609 0.00000
262.17391 107.50000 72.82609 0.00000
262.17391 107.50000 77.82609 0.00000
262.17391 107.50000 82.82609 0.00000
262.17391 107.50000 87.82609 0.00000
262.17391 107.50000 92.82609 0.00000
262.17391 107.50000 97.82609 0.00000
262.17391 107.50000 102.82609 0.00000
262.17391 107.50000 107.82609 0.00000
262.17391 107.50000 112.82609 0.00000
262.17391 107.50000 117.82609 0.00000
262.17391 107.50000 122.82609 0.00000
267.39130 107.50000 62.60870 0.00000
267.39130 107.50000 67.60870 0.00000
267.39130 107.50000 72.60870 0.00000
267.39130 107.50000 77.60870 0.00000
267.39130 107.50000 82.60870 0.00000
267.39130 107.50000 87.60870 0.00000
267.39130 107.50000 92.60870 0.00000
267.39130 107.50000 97.60870 0.00000
267.39130 107.50000 102.60870 0.00000
267.39130 107.50000 107.60870 0.00000
267.39130 107.50000 112.60870 0.00000
267.39130 107.50000 117.60870 0.00000
272.60870 107.50000 57.39130 0.00000
272.60870 107.50000 62.39130 0.00000
272.60870 107.50000 67.39130 0.00000
272.60870 107.50000 72.39130 0.00000
272.60870 107.50000 77.39130 0.00000
272.60870 107.50000 82.39130 0.00000
272.60870 107.50000 87.39130 0.00000
272.60870 107.50000 92.39130 0.00000
272.60870 107.50000 97.39130 0.00000
272.60870 107.50000 102.39130 0.00000
272.60870 107.50000 107.39130 0.00000
272.60870 107.50000 112.39130 0.00000
277.82609 107.50000 52.17391 0.00000
277.82609 107.50000 57.17391 0.00000
277.82609 107.50000 62.17391 0.00000
277.82609 107.50000 67.17391 0.00000
277.82609 107.50000 72.17391 0.00000
277.82609 107.50000 77.17391 0.00000
277.82609 107.50000 82.17391 0.00000
277.82609 107.50000 87.17391 0.00000
277.82609 107.50000 92.17391 0.00000
277.82609 107.50000 97.17391 0.00000
277.82609 107.50000 102.17391 0.00000
277.82609 107.50000 107.17391 0.00000
283.04348 107.50000 46.95652 0.00000
283.04348 107.50000 51.95652 0.00000
283.04348 107.50000 56.95652 0.00000
283.04348 107.50000 61.95652 0.00000
283.04348 107.50000 66.95652 0.00000
283.04348 107.50000 71.95652 0.00000
283.04348 107.50000 76.95652 0.00000
283.04348 107.50000 81.95652 0.00000
283.04348 107.50000 86.95652 0.00000
283.04348 107.50000 91.95652 0.00000
283.04348 107.50000 96.95652 0.00000
283.04348 107.50000 101.95652 0.00000
288.26087 107.50000 41.73913 0.00000
288.26087 107.50000 46.73913 0.00000
288.26087 107.50000 51.73913 0.00000
288.26087 107.50000 56.73913 0.00000
288.26087 107.50000 61.73913 0.00000
288.26087 107.50000 66.73913 0.00000
288.26087 107.50000 71.73913 0.00000
288.26087 107.50000 76.73913 0.00000
288.26087 107.50000 81.73913 0.00000
288.26087 107.50000 86.73913 0.00000
288.26087 107.50000 91.73913 0.00000
288.26087 107.50000 96.73913 0.00000
293.47826 107.50000 36.52174 0.00000
293.47826 107.50000 41.52174 0.00000
293.47826 107.50000 46.52174 0.00000
293.47826 107.50000 51.52174 0.00000
293.47826 107.50000 56.52174 0.00000
293.47826 107.50000 61.52174 0.00000
293.47826 107.50000 66.52174 0.00000
293.47826 107.50000 71.52174 0.00000
293.47826 107.50000 76.52174 0.00000
293.47826 107.50000 81.52174 0.00000
293.47826 107.50000 86.52174 0.00000
293.47826 107.50000 91.52174 0.00000
298.69565 107.50000 31.30435 0.00000
298.69565 107.50000 36.30435 0.00000
298.69565 107.50000 41.30435 0.00000
298.69565 107.50000 46.30435 0.00000
298.69565 107.50000 51.30435 0.00000
298.69565 107.50000 56.30435 0.00000
298.69565 107.50000 61.30435 0.00000
298.69565 107.50000 66.30435 0.00000
298.69565 107.50000 71.30435 0.00000
298.69565 107.50000 76.30435 0.00000
298.69565 107.50000 81.30435 0.00000
298.69565 107.50000 86.30435 0.00000
303.91304 107.50000 26.08696 0.00000
303.91304 107.50000 31.08696 0.00000
303.91304 107.50000 36.08696 0.00000
303.91304 107.50000 41.08696 0.00000
303.91304 107.50000 46.08696 0.00000
303.91304 107.50000 51.08696 0.00000
303.91304 107.50000 56.08696 0.00000
303.91304 107.50000 61.08696 0.00000
303.91304 107.50000 66.08696 0.00000
303.91304 107.50000 71.08696 0.00000
303.91304 107.50000 76.08696 0.00000
303.91304 107.50000 81.08696 0.00000
309.13043 107.50000 20.86957 0.00000
309.13043 107.50000 25.86957 0.00000
309.13043 107.50000 30.86957 0.00000
309.13043 107.50000 35.86957 0.00000
309.13043 107.50000 40.86957 0.00000
309.13043 107.50000 45.86957 0.00000
309.13043 107.50000 50.86957 0.00000
309.13043 107.50000 55.86957 0.00000
309.13043 107.50000 60.86957 0.00000
309.13043 107.50000 65.86957 0.00000
309.13043 107.50000 70.86957 0.00000
309.13043 107.50000 75.86957 0.00000
314.34783 107.50000 15.65217 0.00000
314.34783 107.50000 20.65217 0.00000
314.34783 107.50000 25.65217 0.00000
314.34783 107.50000 30.65217 0.00000
314.34783 107.50000 35.65217 0.00000
314.34783 107.50000 40.65217 0.00000
314.34783 107.50000 45.65217 0.00000
314.34783 107.50000 50.65217 0.00000
314.34783 107.50000 55.65217 0.00000
314.34783 107.50000 60.65217 0.00000
314.34783 107.50000 65.65217 0.00000
314.34783 107.50000 70.65217 0.00000
319.56522 107.50000 10.43478 0.00000
319.56522 107.50000 15.43478 0.00000
319.56522 107.50000 20.43478 0.00000
319.56522 107.50000 25.43478 0.00000
319.56522 107.50000 30.43478 0.00000
319.56522 107.50000 35.43478 0.00000
319.56522 107.50000 40.43478 0.00000
319.56522 107.50000 45.43478 0.00000
319.56522 107.50000 50.43478 0.00000
